PROVINCE_N,DISTRICT_N,DSD_N,GND_N,SALES_REGION,SALES_AREA
North Western,Kurunegala,Alawwa,Wedeniya,North Central,Kurunegala 1
North Western,Kurunegala,Alawwa,Kanameewala,North Central,Kurunegala 4
North Western,Kurunegala,Alawwa,Galdeniya,North Central,Kurunegala 3
North Western,Kurunegala,Narammala,Epaladeniya,North Central,Kurunegala 4
North Western,Kurunegala,Narammala,Maradagolla,North Central,Kurunegala 1
North Western,Kurunegala,Pannala,Malgamuwa,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Parabevila,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Polpitiya North,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Nahakotamada,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Aragoda,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Sunilagama,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Udukedeniya,North Central,Kurunegala 4
North Western,Kurunegala,Polgahawela,Kollura,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Polpitiya South,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Poojapitiya,North Central,Kurunegala 4
North Western,Kurunegala,Polgahawela,Polambe,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Hondella,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Medagama,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Siyambalangomuwa,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Balagala,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Erepolakanda,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Pusselikanda,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Maspotha,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Gonigoda,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Ganegoda,North Central,Kurunegala 3
North Western,Kurunegala,Rideegama,Kithulgolla,North Central,Kurunegala 2
North Western,Kurunegala,Rideegama,Kalugahathenna,North Central,Kurunegala 1
North Western,Kurunegala,Rideegama,Eriyagolla,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Gallawa,North Central,Kurunegala 4
North Western,Kurunegala,Rideegama,Mahawela,North Central,Kurunegala 1
North Western,Kurunegala,Rideegama,Malbe,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Mellapotta,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Wanduressa,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Kelegama,North Central,Kurunegala 4
North Western,Kurunegala,Wariyapola,Halmillewa,North Central,Kurunegala 4
North Western,Kurunegala,Wariyapola,Ethawa,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Thennakongama,North Central,Kurunegala 2
North Western,Kurunegala,Wariyapola,Karandawetiya,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Rambukana,North Central,Kurunegala 1
North Western,Kurunegala,Wariyapola,Konotta,North Central,Kurunegala 3
North Western,Kurunegala,Wariyapola,Karagaswewa,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Bopitiya,North Central,Kurunegala 2
North Western,Kurunegala,Pannala,Balawala,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Mellawalana,North Central,Kurunegala 4
North Western,Kurunegala,Pannala,Nalawalana,North Central,Kurunegala 1
North Western,Kurunegala,Mawathagama,Boyagoda,North Central,Kurunegala 2
North Western,Kurunegala,Mawathagama,Udakottamulla,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Mawatta,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Weeragala,North Central,Kurunegala 2
North Western,Kurunegala,Polgahawela,Kotambule,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Yogamuwakanda,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Epakanda,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Ganegoda North,North Central,Kurunegala 3
North Western,Kurunegala,Polgahawela,Kuleepitiya North,North Central,Kurunegala 1
North Western,Kurunegala,Polgahawela,Godigamuwa,North Central,Kurunegala 3
Central,Nuwara Eliya,Ambagamuwa,Vidulipura South,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Lethant,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Bogawana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Kotiyagala,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Tillary,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,New Morape,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kothmalgama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Karagasthalawa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Protop,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Wedamulla,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Doruwadeniya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Polwathura,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Pahala Gorakaoya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Ihala Gorakaoya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Park,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Kandapola Central,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Shanthipura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Galpalama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Bambarakele,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya West,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Harasbedda North,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,St. Leonard,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Samagipura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Pandithaya Kumbura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Galkadapathana,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Senarathpura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Mathetilla,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Pallewela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Kirkus World,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Maussakele,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Rosella,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Gawarawila,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Panmer Watta,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Ruwanpura,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Maskeliya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Brownslow,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Brownswick,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Venture,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Dambagolla,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Nayapana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Kotagepitiya North,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Kaludemada,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Halgolla,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Hapugasthalawa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Harangala,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Harangala South,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kirimetiyawa,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya North,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Nuwaraeliya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Nuwaraeliya West,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Kelegoda,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Kalukele,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya East,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Magastota,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Nuwaraeliya Central,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Elbedda,Central,Nuwara Eliya 1
North Central,Polonnaruwa,Thamankaduwa,Ethumalpitiya,North Central,Polonnaruwa
North Central,Polonnaruwa,Thamankaduwa,Aluth Wewa East,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Rideepokuna,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Nelumwewa,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Kandakaduwa,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Kudapokuna,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Sinhapura,North Central,Polonnaruwa
Central,Nuwara Eliya,Ambagamuwa,Mahanelu,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,New Weligama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Norwood,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Annfield,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Ambagamuwa,Injustry,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Ambagamuwa,Shanon,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Hilpenkandura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Endiribedda,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Mirahampe,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Pussalamankada,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Sangaraja Gama,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Unugaloya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Ketambulawa,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Thelissagama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Kadadora,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Thispane Kanda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Kotagepitiya South,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Ranwanthalawa,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Maswela,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Seethaeliya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Bulu Ela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Ruwaneliya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Nuwara Eliya,Sandathenna,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Nuwara Eliya,Lindula,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Hegasulla,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Serasunthenna,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Ambagahathenna,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Morangahathenna,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Galketiwela,Central,Nuwara Eliya 2
North Central,Polonnaruwa,Welikanda,Muthuwella,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Katuwanvila West,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Katuwanvila East,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Senapura,North Central,Polonnaruwa
Central,Nuwara Eliya,Hanguranketha,Delgahapitiya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Happawara,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Illagolla,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Udawatta West,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Udawatta North,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Uda Galauda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Wellagiriya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Mathurata,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Merrygold,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Mawela Kanda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Maswela East,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Mawela West,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Ramboda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Rambadagama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Sangilipalama,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Helsirigama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Delunthalamada,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Panamgammana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Gomburuoya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Muganagahapitiya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Hapugahapitiya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Ellakumbura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Helagama,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Bolagandawela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Galkadawela,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Kandeyaya,Central,Nuwara Eliya 2
North Central,Polonnaruwa,Welikanda,Malvila,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Alinchipothana,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Muthugala,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Karapola,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Kadawatha Maduwa,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Mahindagama,North Central,Polonnaruwa
Central,Nuwara Eliya,Hanguranketha,Moragolla,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Bodhiwela,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Pallemaluwa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Yati Hanguranketha,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Mudunapita,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Udawatta Kumbura,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Arattana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Damunumeya North,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Hanguranketha,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Wethalawa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Wewahinna,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Katukithula,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Labukele,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kudaoya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kikiliyamana,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Saman Eliya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Nawangama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Wataddara,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Yatimadura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Kosgolla,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Wewathenna,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Thunhitiyawa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Madulla North,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Morahela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Madulla South,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Meepanawa,Central,Nuwara Eliya 1
North Central,Polonnaruwa,Welikanda,Welikanda,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Monarathenna,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Bo-Atta,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Mangulpokuna,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Madurangala,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Ruhunuketha,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Sandunpitiya,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Malinda,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Sewanapitiya,North Central,Polonnaruwa
Central,Nuwara Eliya,Hanguranketha,Kottala,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Udakanda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Diya - Udagama,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Damunumeya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Madanwala,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Ambaliyedda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Dampola,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Deliwala,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Hedunuwewa,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kalapitiya West,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Kalapitiya East,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Katugolla,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Dombagasthalamada,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Godamaditta,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Kottunugoda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Maldeniya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Rojersongama North,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Rojersongama South,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Weerasekarapura,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Katarandana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Maliyadda,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Kurupanawela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Wathulanda East,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Udapussellawa North,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Udawela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Walapane,Udamadura North,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Walapane,Udamadura,Central,Nuwara Eliya 1
North Central,Polonnaruwa,Welikanda,Susirigama,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Ginidamana,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Menikwela,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Mahawewa,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Borawewa,North Central,Polonnaruwa
North Central,Polonnaruwa,Welikanda,Aluthwewa,North Central,Polonnaruwa
Central,Nuwara Eliya,Hanguranketha,Delugala,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Hapuwala,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Rekitipe,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Hope Estate,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Daraoya,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Gonakele,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Ketayapathana,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Hanguranketha,Metibembiya,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Labuhenwala,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Hanguranketha,Medawela,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Queensberry,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Meethagama,Central,Nuwara Eliya 2
Central,Nuwara Eliya,Kothmale,Udagama,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Wijayabahu Kanda,Central,Nuwara Eliya 1
Central,Nuwara Eliya,Kothmale,Rawanagoda East,Central,Nuwara Eliya 2
